BS value,3.203341516,BS delta,-0.3513459465,BS gamma,0.03288043974,BS theta,-1.788512579

10,3.214823075,0.0114815587,0.114815587,1.14815587,-0.3487059508,0.002639995654,0.03267305196,0.0002073877787,-1.824795026,0.03628244736
20,3.219777225,0.01643570813,0.3287141627,6.574283253,-0.3498875611,0.001458385369,0.0327297637,0.0001506760373,-1.801119064,0.01260648495
40,3.210185068,0.006843552009,0.2737420804,10.94968321,-0.3505279259,0.0008180205973,0.03280569942,7.474031845e-05,-1.794861558,0.006348979595
80,3.196516789,0.006824726932,0.5459781545,43.67825236,-0.3509563851,0.0003895613585,0.03293802592,5.758618059e-05,-1.79839312,0.00988054095
160,3.20349184,0.0001503233555,0.02405173688,3.8482779,-0.3511628261,0.0001831203868,0.03287712902,3.310719221e-06,-1.7911047,0.002592121791
320,3.202729717,0.000611799547,0.195775855,62.64827361,-0.3512493448,9.660172379e-05,0.03288423667,3.796933735e-06,-1.790196441,0.001683861998
640,3.203769925,0.0004284087952,0.2741816289,175.4762425,-0.3512973636,4.858285295e-05,0.03287520822,5.231512626e-06,-1.788839978,0.0003273996331
1280,3.203476024,0.0001345072235,0.1721692461,220.3766351,-0.3513212445,2.470195915e-05,0.03287772909,2.710651375e-06,-1.788668531,0.0001559523824

10,3.187816999,0.01552451772,0.1552451772,1.552451772,-0.3480073738,0.00333857268,0.03289515323,1.471349174e-05,-1.842451781,0.05393920235
20,3.196540326,0.006801190018,0.1360238004,2.720476007,-0.349805567,0.001540379465,0.0329311869,5.074716667e-05,-1.816143487,0.02763090821
40,3.200009641,0.00333187525,0.13327501,5.3310004,-0.3505680045,0.0007779419693,0.03289370911,1.326937147e-05,-1.801245128,0.01273254935
80,3.201400156,0.001941360849,0.1553088679,12.42470943,-0.3509637114,0.0003822351036,0.03289550997,1.507022821e-05,-1.795313234,0.006800655727
160,3.2023785,0.0009630166928,0.1540826708,24.65322734,-0.3511566863,0.0001892601769,0.03288686192,6.422184507e-06,-1.791811403,0.003298824759
320,3.202826688,0.0005148280166,0.1647449653,52.7183889,-0.3512514263,9.452023783e-05,0.03288337069,2.930950446e-06,-1.790132181,0.001619602255
640,3.203061495,0.0002800216247,0.1792138398,114.6968575,-0.3512984833,4.746318695e-05,0.03288134131,9.015704903e-07,-1.789279209,0.0007666305624
1280,3.203167712,0.0001738045268,0.2224697943,284.7613367,-0.3513218128,2.413370657e-05,0.03288039712,4.261986321e-08,-1.788859435,0.0003468567107

10,3.209816143,0.006474626838,0.06474626838,0.6474626838,-0.3509670822,0.0003788642819,0.03276081533,0.0001196244097,-1.761601408,0.02691117064
20,3.205263654,0.001922137684,0.03844275368,0.7688550735,-0.3516037602,0.0002578137492,0.03296722058,8.678084161e-05,-1.789835193,0.00132261407
40,3.203478956,0.000137439518,0.005497580722,0.2199032289,-0.351330442,1.550447322e-05,0.03285623131,2.420842373e-05,-1.786346769,0.002165809501
80,3.20279067,0.0005508464473,0.04406771578,3.525417263,-0.3513594183,1.3471762e-05,0.03289731082,1.687108495e-05,-1.789381341,0.0008687620991
160,3.203356844,1.532746321e-05,0.002452394113,0.3923830581,-0.3513496612,3.714749928e-06,0.03287821388,2.225859195e-06,-1.788309572,0.0002030062087
320,3.203274877,6.663934039e-05,0.02132458893,6.823868456,-0.3513461662,2.197011871e-07,0.03287987945,5.602836155e-07,-1.788452958,5.962024946e-05
640,3.203296301,4.521523289e-05,0.02893774905,18.52015939,-0.3513455404,4.061360735e-07,0.03287931193,1.127809465e-06,-1.788426237,8.634112997e-05
1280,3.203273929,6.758742888e-05,0.08651190897,110.7352435,-0.3513451423,8.042261783e-07,0.03287945293,9.868102167e-07,-1.788439661,7.291714094e-05
