6.562006608,-0.858396846,0.04014744184,-1.017737383,768
6.622807832,-0.8656590165,0.0396978986,-0.9867818735,768
8.480167936,-0.7761350353,0.03180984858,-0.6447541283,14336
8.544660024,-0.7803953041,0.03159255376,-0.6283392661,14336


6.3421807,-0.8650511194,0.04407471362,-1.15937547,1536
6.401060474,-0.8725730411,0.04369617878,-1.132423279,1536
7.907723469,-0.7983486661,0.03856161639,-0.8387427716,14336
7.968960746,-0.8030270183,0.03837819442,-0.8246792858,14336


7.705461081,-0.7726299332,0.0379040303,-0.9088614758,7168
7.765640307,-0.7772655128,0.03775037093,-0.895736784,3584
