2.566575586,0

21.32401763,17.56913911,13.66454619,9.591573968,5.33010836,0.8584542033,0,0,0,0,0,0,
21.44020834,17.66487016,13.73900183,9.643836717,5.359151155,2.376500017,0.3606699951,0,0,0,0,0,
21.55703215,17.76112284,13.81386316,9.696384237,5.906186451,2.782699166,1.05606709,0.151531491,0,0,0,0,
21.67449251,17.85789998,13.8891324,9.833887771,6.18629746,3.369572361,1.401461791,0.4678978001,0.06366427226,0,0,0,
21.7925929,17.95520445,13.96481177,10.0051592,6.535376247,3.726108326,1.836115041,0.6902901125,0.2067506609,0.02674783661,0,0,


0.1861684725,,0.1755264583,,-0.370669438,0.03969684004,-3.106672787,2.396152012,0.01574489867
0.04642261228,,0.04473529679,,-0.3256627636,0.03910367758,-2.970813878,2.3836997,0.00329258661
0.006811581812,,0.00666354848,,-0.3752098706,0.04341946287,-2.967275765,2.381701459,0.001294345003
0.002418609537,,0.002270221096,,-0.3500032552,0.04197654627,-2.96137936,2.380752901,0.0003457879219
0,0.5,22.60382051
1,0.46875,38.04640739
2,0.4375,35.90772561
3,0.40625,33.88926438
4,0.375,33.88926438
5,0.34375,31.9842658
6,0.3125,31.9842658
7,0.28125,31.9842658
8,0.25,30.18635185
9,0.21875,30.18635185
10,0.1875,30.18635185
11,0.15625,30.18635185
12,0.125,30.18635185
13,0.09375,28.48950306
14,0.0625,28.48950306
15,0.03125,28.48950306
16,0,28.48950306
