BS value,2.821948562,BS delta,-0.2995963823,BS gamma,0.02765244254,BS theta,-1.933968862

10,2.933613513,0.1116649509,1.116649509,11.16649509,-0.3012137374,0.001617355138,0.02832202592,0.0006695833743,-1.993814779,0.05984591679
20,2.861621838,0.03967327508,0.7934655016,15.86931003,-0.2998153126,0.0002189303409,0.02806762284,0.0004151803011,-1.971390937,0.03742207469
40,2.803998006,0.01795055686,0.7180222744,28.72089098,-0.2993519243,0.000244457923,0.02810566161,0.0004532190622,-1.974143341,0.0401744783
80,2.83553789,0.01358932776,1.087146221,86.97169768,-0.2997679734,0.0001715911614,0.02773018693,7.77443914e-05,-1.940963565,0.006994702558
160,2.8190614,0.002887162868,0.4619460589,73.91136942,-0.2995571466,3.923564715e-05,0.02775228164,9.983909306e-05,-1.942830871,0.008862008126
320,2.821196277,0.0007522856058,0.2407313939,77.03404604,-0.2995814167,1.496554327e-05,0.0276970616,4.461906014e-05,-1.937937466,0.003968603432
640,2.821889838,5.872398746e-05,0.03758335198,24.05334526,-0.2995951412,1.241049202e-06,0.02767210263,1.966008879e-05,-1.935717179,0.001748316576
1280,2.822082176,0.0001336140134,0.1710259372,218.9131996,-0.2995969358,5.53581902e-07,0.02766055545,8.112910483e-06,-1.934692238,0.0007233753223

10,2.845177439,0.02322887662,0.2322887662,2.322887662,-0.3000264955,0.0004301132213,0.02889625185,0.001243809303,-2.044097608,0.1101287453
20,2.852098519,0.03014995663,0.6029991325,12.05998265,-0.2999061617,0.0003097794928,0.0281173336,0.0004648910588,-1.975537346,0.04156848383
40,2.826659928,0.004711365751,0.18845463,7.538185202,-0.2996355866,3.920433258e-05,0.02795312693,0.0003006843859,-1.960736161,0.02676729821
80,2.825189845,0.003241282308,0.2593025846,20.74420677,-0.2996281146,3.173238697e-05,0.02779560425,0.0001431617085,-1.946724203,0.01275534097
160,2.823919807,0.001971244152,0.3153990644,50.4638503,-0.2996154222,1.903993802e-05,0.02772094705,6.850450416e-05,-1.940077573,0.00610871094
320,2.823199959,0.001251396872,0.400446999,128.1430397,-0.2996088056,1.24233599e-05,0.02768431661,3.187406253e-05,-1.936813997,0.002845134946
640,2.822680487,0.0007319246171,0.468431755,299.7963232,-0.2996041908,7.808496177e-06,0.0276670532,1.461066057e-05,-1.935273866,0.001305003222
1280,2.822343494,0.0003949316605,0.5055125254,647.0560325,-0.299600632,4.249767961e-06,0.02765890668,6.464135639e-06,-1.934546751,0.00057788851

10,2.849968046,0.02801948349,0.2801948349,2.801948349,-0.2991683439,0.0004280383875,0.0289171535,0.001264710957,-2.046908072,0.1129392096
20,2.837534012,0.01558544964,0.3117089929,6.234179858,-0.2995798745,1.65077672e-05,0.02823498391,0.0005825413653,-1.985999103,0.05203024026
40,2.830532675,0.008584112466,0.3433644986,13.73457995,-0.2996191139,2.273164561e-05,0.02793069417,0.0002782516257,-1.958834285,0.02486542273
80,2.826500019,0.004551456921,0.3641165537,29.1293243,-0.2996212653,2.488299308e-05,0.02778768112,0.0001352385805,-1.946052511,0.01208364829
160,2.824370615,0.002422052295,0.3875283673,62.00453876,-0.2996143825,1.800020588e-05,0.02771815054,6.570799815e-05,-1.939838902,0.0058700399
320,2.823174225,0.001225662469,0.3922119902,125.5078369,-0.2996070332,1.06509874e-05,0.02768450647,3.206392923e-05,-1.936832282,0.0028634193
640,2.822567595,0.0006190323682,0.3961807157,253.555658,-0.2996021552,5.772904553e-06,0.02766777031,1.532776409e-05,-1.935337606,0.001368743827
1280,2.822233223,0.0002846601793,0.3643650295,466.3872377,-0.2995991574,2.775131164e-06,0.02765960698,7.164432976e-06,-1.934608456,0.0006395939871

10,2.832748018,0.01079945577,0.1079945577,1.079945577,-0.2998099301,0.0002135478164,0.02709647079,0.0005559717521,-1.886485317,0.04748354523
20,2.825099978,0.003151415795,0.06302831589,1.260566318,-0.2999914051,0.0003950228531,0.02755281432,9.962822599e-05,-1.925090133,0.008878729086
40,2.823531338,0.001582775287,0.0633110115,2.53244046,-0.2996583533,6.197105841e-05,0.02762640443,2.603811401e-05,-1.931669468,0.002299394791
80,2.822467364,0.0005188013765,0.04150411012,3.320328809,-0.2996234166,2.703434055e-05,0.02764466808,7.774464711e-06,-1.933270736,0.0006981261519
160,2.82224121,0.0002926476695,0.04682362712,7.491780339,-0.2996074997,1.111741868e-05,0.02764861996,3.822584184e-06,-1.933625294,0.0003435684903
320,2.821977835,2.927264345e-05,0.009367245905,2.99751869,-0.299599684,3.301768923e-06,0.0276508624,1.580139687e-06,-1.933825661,0.0001432013001
640,2.821960965,1.2402267e-05,0.00793745088,5.079968563,-0.2995972771,8.948217042e-07,0.02765103414,1.408401058e-06,-1.933842931,0.0001259316469
1280,2.82189885,4.971200968e-05,0.06363137239,81.44815666,-0.2995961596,2.226422253e-07,0.02765144364,9.988981349e-07,-1.933879307,8.955585235e-05
