new1

4,3,0.380952381,15,-0.5685684174,0.7123004284,-0.5585180815,0.7223507642,0.01166666667,0.002916666667,0.002777777778,0.08539125638
16,12,0.380952381,29,-0.5685684174,0.6696048002,-0.5585180815,0.679655136,0.01166666667,0.0007291666667,0.0006944444444,0.04269562819
64,46,0.397515528,58,-0.5685684174,0.6696048002,-0.5585180815,0.679655136,0.01166666667,0.0001822916667,0.0001811594203,0.0213478141
256,183,0.399687744,114,-0.5578945103,0.6589308931,-0.5478441745,0.668981229,0.01166666667,4.557291667e-05,4.553734062e-05,0.01067390705



4,3,3.80952381,45,-0.5648975201,0.6502413609,-0.5548471842,0.6602916968,0.01166666667,0.002916666667,0.002777777778,0.02700308624
16,12,3.80952381,89,-0.5513959769,0.6502413609,-0.5413456411,0.6602916968,0.01166666667,0.0007291666667,0.0006944444444,0.01350154312
64,46,3.97515528,178,-0.5513959769,0.6502413609,-0.5413456411,0.6602916968,0.01166666667,0.0001822916667,0.0001811594203,0.006750771561
256,183,3.99687744,356,-0.5513959769,0.6502413609,-0.5413456411,0.6602916968,0.01166666667,4.557291667e-05,4.553734062e-05,0.00337538578



4,5.928874199,5.690392169,0.6462826834,0.03332726465,2.797434112
16,5.884203684,5.647518474,0.6471554557,0.03468802986,2.749404375
64,5.874117024,5.637837537,0.6472781152,0.03500299294,2.742347909
256,5.871033915,5.634878443,0.6473402339,0.03508790363,2.740566779



4,5.852566908,5.61715425,0.6412911752,0.0599915216,2.58892266
16,5.869432603,5.633341542,0.6473583789,0.03521007621,2.757776366
64,5.870222709,5.634099867,0.6473550279,0.03511448357,2.744603655
256,5.870262212,5.634137781,0.6473542292,0.03511443552,2.741028366



0,0,0,0,0,0,0,1.49083249,6.24542193,11.63455454,17.7318432,24.61923889,32.38797095,41.13959323,50.98714814,62.0564618,
0,0,0,0,0,0,0.596332996,2.79633527,6.499239199,11.91781696,18.04788601,24.97177343,32.78112704,41.57796628,51.47585164,62.60192465,
0,0,0,0,0,0.2385331984,1.237800707,3.397495932,7.185508732,12.20241348,18.36541336,25.32595991,33.17612129,42.01838473,51.9671267,63.14992677,
0,0,0,0,0.09541327936,0.5428269226,1.701971794,4.048822962,7.67706551,12.66085153,18.68443202,25.68180584,33.57296211,42.46097614,52.46074994,63.70047977,
0,0,0,0.03816531175,0.2362134249,0.8275194137,2.177054313,4.561379514,8.2192829,13.07676932,19.07394935,26.03931882,33.97170522,42.90568005,52.95673235,64.25359531,


0,0,0,0.03826132587,0.2368076772,0.82960124,2.182531222,4.572854773,8.239960504,13.10966711,19.12193451,26.10482706,34.0571693,43.01361972,53.08995789,64.41524085,
0,0,0.01457574319,0.09932228795,0.3869970911,1.119177019,2.577728772,5.059247984,8.698094172,13.54492837,19.49169647,26.47414123,34.4396867,43.44024362,53.56574638,64.94574193,
0,0.005552664071,0.04130747712,0.1766282911,0.5563323766,1.395890095,2.967430661,5.500134451,9.158280079,13.96395081,19.88623996,26.84865579,34.83397678,43.86879442,54.0436484,65.478594,
0,0.01705824463,0.07923738225,0.2697266803,0.731514713,1.674740704,3.33358808,5.928874199,9.595432499,14.38932925,20.28247869,27.23833394,35.23378503,44.30309398,54.5236833,66.0138073,
