6.61065

10000,6.582296924,0.02835395274,6.573877446,0.03677343049,6.577188743,0.03346213355,6.573877446,0.03677343049
20000,6.581390511,0.02926036552,6.575823788,0.03482708894,6.577170214,0.03348066272,6.575823788,0.03482708894
40000,6.606170887,0.004479989734,6.610196283,0.0004545932607,6.610863029,0.0002121524047,6.610196283,0.0004545932607
80000,6.612782019,0.002131142539,6.617185901,0.006535024678,6.617771263,0.007120386442,6.617185901,0.006535024678
160000,6.615998923,0.005348046257,6.617300352,0.00664947567,6.618262831,0.00761195451,6.617300352,0.00664947567
320000,6.614988135,0.004337258728,6.616914067,0.006263190084,6.616810808,0.006159930983,6.616914067,0.006263190083
640000,6.613642561,0.002991684718,6.614085163,0.003434286768,6.613772369,0.003121492347,6.614085163,0.003434286768
1280000,6.61212653,0.001475653593,6.613159052,0.002508174976,6.613050649,0.00239977269,6.613159052,0.002508174975
2560000,6.611100041,0.000449164461,6.612157317,0.001506440733,6.612233024,0.001582147748,6.612157317,0.001506440732
5120000,6.61057708,7.379682563e-05,6.610963626,0.0003127496122,6.610896154,0.00024527774,6.610963626,0.0003127496104
